From,To,Distance
Bakersfield CA,Hanford CA,121.881
Bakersfield CA,South Gate CA,174.543
Toledo OH,Chicago IL,340.968
Toledo OH,Detroit MI,89.283
Toledo OH,Cleveland OH,159.57
Toledo OH,Pittsburgh PA,331.573
Toledo OH,Cincinnati OH,291.2
Toledo OH,Indianapolis IN,301.125
Toledo OH,Columbus OH,193.199
Toledo OH,Milwaukee WI,392.42
Toledo OH,Louisville KY,426.942
Toledo OH,Buffalo NY,412.938
Toledo OH,Dayton OH,215.88
Toledo OH,Grand Rapids MI,223.41
Toledo OH,Akron OH,183.774
Toledo OH,Youngstown OH,252.851
Toledo OH,Fort Wayne IN,145.144
Toledo OH,Flint MI,151.451
Toledo OH,Lansing MI,141.88
Toledo OH,Lexington KY,409.588
Toledo OH,Ann Arbor MI,69.1134
Toledo OH,Rockford IL,457.995
Toledo OH,South Bend IN,223.213
Toledo OH,Round Lake Beach IL,379.998
Toledo OH,Canton OH,208.216
Toledo OH,Appleton WI,487.138
Toledo OH,Kalamazoo MI,179.214
Toledo OH,Green Bay WI,477.989
Toledo OH,Aurora IL,390.886
Toledo OH,Huntington WV,374.673
Toledo OH,Erie PA,294.764
Toledo OH,Lorain OH,118.959
Toledo OH,Champaign IL,430.272
Toledo OH,Lafayette IN,308.753
Toledo OH,Muskegon MI,279.966
Toledo OH,Naperville IL,380.568
Toledo OH,Elkhart IN,197.729
Toledo OH,Joliet IL,380.158
Toledo OH,Charleston WV,404.317
Toledo OH,Warren MI,102.99
Toledo OH,Bloomington IL,470.522
Toledo OH,Sterling Heights MI,111.657
Toledo OH,Racine WI,368.035
Toledo OH,Kenosha WI,368.664
Toledo OH,South Lyon MI,88.8682
Toledo OH,Saginaw MI,197.57
Toledo OH,Bloomington IN,373.301
Toledo OH,Elgin IL,394.809
Toledo OH,Carmel IN,286.747
Toledo OH,Holland MI,240.83
Toledo OH,Middletown OH,249.206
Toledo OH,Fishers IN,276.012
Toledo OH,Dearborn MI,78.3341
Toledo OH,Livonia MI,83.3447
Plano TX,Dallas TX,28.5793
Plano TX,Houston TX,385.172
Plano TX,San Antonio TX,432.843
Plano TX,Austin TX,320.165
Plano TX,Oklahoma City OK,277.839
Plano TX,Fort Worth TX,63.3837
Plano TX,Tulsa OK,350.897
Plano TX,Denton TX,41.0725
Plano TX,Little Rock AR,446.03
Plano TX,Arlington TX,52.4693
Plano TX,Fayetteville AR,410.79
Plano TX,Shreveport LA,283.684
Plano TX,Lubbock TX,480.95
Plano TX,McKinney TX,18.468
Plano TX,Killeen TX,238.246
Plano TX,Garland TX,19.0943
Plano TX,Irving TX,29.6979
Plano TX,College Station TX,277.412
Plano TX,Frisco TX,13.5307
Plano TX,Grand Prairie TX,47.7022
Plano TX,Waco TX,170.792
Plano TX,Lake Charles LA,460.889
Plano TX,Port Arthur TX,444.778
Plano TX,Pasadena TX,406.553
Plano TX,Beaumont TX,411.743
Plano TX,Tyler TX,157.626
Plano TX,Mesquite TX,35.3183
Plano TX,Carrollton TX,15.6537
Plano TX,Round Rock TX,293.823
Plano TX,Fort Smith AR,336.476
Plano TX,Norman OK,248.938
Plano TX,Abilene TX,287.32
Plano TX,Pearland TX,411.241
Plano TX,Richardson TX,9.47043
Plano TX,Sugar Land TX,398.633
Plano TX,Texas City TX,438.525
Plano TX,The Woodlands TX,340.552
Plano TX,Monroe LA,440.637
Plano TX,Broken Arrow OK,343.683
Plano TX,Lewisville TX,21.7799
Plano TX,League City TX,425.716
Plano TX,Temple TX,224.282
Plano TX,Allen TX,9.56817
Plano TX,Wichita Falls TX,190.646
Plano TX,San Angelo TX,391.326
Plano TX,Longview TX,194.866
Plano TX,Edmond OK,297.554
Lancaster PA,New York NY,213.973
Lancaster PA,Philadelphia PA,99.4675
Lancaster PA,Washington DC,140.579
Lancaster PA,Brooklyn NY,210.438
Lancaster PA,Queens NY,226.138
Lancaster PA,Baltimore MD,86.2231
Lancaster PA,Cleveland OH,480.225
Lancaster PA,Pittsburgh PA,315.022
Lancaster PA,Manhattan NY,214.176
Lancaster PA,Virginia Beach VA,368.584
Lancaster PA,Bronx NY,224.778
Lancaster PA,Providence RI,455.364
Lancaster PA,Richmond VA,297.346
Lancaster PA,Bridgeport CT,291.641
Lancaster PA,Buffalo NY,382.249
Lancaster PA,Hartford CT,359.385
Lancaster PA,Rochester NY,364.361
Lancaster PA,Allentown PA,93.2414
Lancaster PA,Springfield MA,390.537
Lancaster PA,Albany NY,358.822
Lancaster PA,Akron OH,455.79
Lancaster PA,New Haven CT,317.767
Lancaster PA,Worcester MA,450.356
Lancaster PA,Staten Island NY,192.098
Lancaster PA,Harrisburg PA,55.9223
Lancaster PA,Syracuse NY,333.708
Lancaster PA,Poughkeepsie NY,271.703
Lancaster PA,Scranton PA,160.69
Lancaster PA,Youngstown OH,385.321
Lancaster PA,Trenton NJ,132.223
Lancaster PA,Newark NJ,195.61
Lancaster PA,Canton OH,437.165
Lancaster PA,Reading PA,45.9257
Lancaster PA,Jersey City NJ,203.446
Lancaster PA,Chesapeake VA,374.093
Lancaster PA,Norfolk VA,350.016
Lancaster PA,Atlantic City NJ,174.429
Lancaster PA,Arlington VA,146.469
Lancaster PA,York PA,37.6379
Lancaster PA,Roanoke VA,441.788
Lancaster PA,Yonkers NY,229.052
Lancaster PA,Norwich CT,392.202
Lancaster PA,Waterbury CT,322.39
Lancaster PA,Hagerstown MD,129.253
Lancaster PA,Erie PA,391.324
Lancaster PA,Newport News VA,327.125
Lancaster PA,Danbury CT,282.357
Lancaster PA,Fredericksburg VA,219.111
Lancaster PA,Alexandria VA,151.841
Lancaster PA,Frederick MD,116.761
Lancaster PA,New Bedford MA,485.53
Lancaster PA,Binghamton NY,231.328
Lancaster PA,Paterson NJ,205.271
Lancaster PA,Charleston WV,496.408
Lancaster PA,Hampton VA,332.183
Lancaster PA,Stamford CT,259.982
Lancaster PA,Elizabeth NJ,191.764
Lancaster PA,Lynchburg VA,386.136
Lancaster PA,Leominster MA,468.1
Lancaster PA,Dover DE,118.637
Lancaster PA,Utica NY,351.163
Lancaster PA,Pottstown PA,60.453
Lancaster PA,Salisbury MD,195.262
Lancaster PA,Columbia MD,105.081
Lancaster PA,Charlottesville VA,291.995
Lancaster PA,Brockton MA,497.061
Lancaster PA,Portsmouth VA,355.331
Lancaster PA,Vineland NJ,128.54
Springfield MA,New York NY,195.759
Springfield MA,Philadelphia PA,319.727
Springfield MA,Boston MA,121.925
Springfield MA,Brooklyn NY,200.969
Springfield MA,Queens NY,184.553
Springfield MA,Baltimore MD,464.25
Springfield MA,Manhattan NY,189.94
Springfield MA,Bronx NY,178.914
Springfield MA,Providence RI,98.2023
Springfield MA,Bridgeport CT,116.267
Springfield MA,Hartford CT,40.6337
Springfield MA,Rochester NY,431.348
Springfield MA,Allentown PA,297.627
Springfield MA,Albany NY,120.191
Springfield MA,New Haven CT,94.9746
Springfield MA,Worcester MA,62.6869
Springfield MA,Staten Island NY,216.985
Springfield MA,Harrisburg PA,417.091
Springfield MA,Syracuse NY,312.509
Springfield MA,Lancaster PA,390.537
Springfield MA,Poughkeepsie NY,123.523
Springfield MA,Scranton PA,271.008
Springfield MA,Trenton NJ,280.92
Springfield MA,Newark NJ,206.06
Springfield MA,Reading PA,345.235
Springfield MA,Jersey City NJ,201.147
Springfield MA,Barnstable MA,187.016
Springfield MA,Atlantic City NJ,344.239
Springfield MA,Nashua NH,111.211
Springfield MA,York PA,425.1
Springfield MA,Portland ME,253.54
Springfield MA,Yonkers NY,170.616
Springfield MA,Norwich CT,73.2052
Springfield MA,Waterbury CT,74.3727
Springfield MA,Danbury CT,110.775
Springfield MA,Manchester NH,131.854
Springfield MA,New Bedford MA,141.152
Springfield MA,Binghamton NY,277.971
Springfield MA,Paterson NJ,189.958
Springfield MA,Stamford CT,140.842
Springfield MA,Elizabeth NJ,212.061
Springfield MA,Leominster MA,77.5702
Springfield MA,Cambridge MA,120.497
Springfield MA,Dover DE,413.689
Springfield MA,Utica NY,245.406
Springfield MA,Lowell MA,115.73
Springfield MA,Burlington VT,269.65
Springfield MA,Pottstown PA,332.393
Springfield MA,Salisbury MD,489.636
Springfield MA,Columbia MD,487.559
Springfield MA,Brockton MA,125.074
Springfield MA,Dover NH,180.437
Springfield MA,Quincy MA,126.248
Springfield MA,Lynn MA,135.519
Springfield MA,Vineland NJ,360.076
Springfield MA,Portsmouth NH,177.958
Irvine CA,Los Angeles CA,75.9694
Irvine CA,San Diego CA,111.879
Irvine CA,Riverside CA,45.4731
Irvine CA,Las Vegas NV,364.719
Irvine CA,Fresno CA,391.056
Irvine CA,Mission Viejo CA,13.327
Irvine CA,Bakersfield CA,219.29
Irvine CA,Murrieta CA,55.2239
Irvine CA,Long Beach CA,38.8077
Irvine CA,Indio CA,142.522
Irvine CA,Oxnard CA,142.113
Irvine CA,Anaheim CA,19.5738
Irvine CA,Victorville CA,102.179
Irvine CA,Lancaster CA,118.889
Irvine CA,Santa Ana CA,11.9839
Irvine CA,Henderson NV,360.254
Irvine CA,Santa Clarita CA,105.869
Irvine CA,Chula Vista CA,136.398
Irvine CA,North Las Vegas NV,379.511
Irvine CA,Visalia CA,326.889
Irvine CA,Paradise NV,359.529
Irvine CA,San Bernardino CA,67.9947
Irvine CA,Thousand Oaks CA,116.616
Irvine CA,Fontana CA,54.9224
Irvine CA,Moreno Valley CA,59.3521
Irvine CA,Spring Valley NV,353.511
Irvine CA,Santa Barbara CA,197.817
Irvine CA,Glendale CA,71.0816
Irvine CA,Huntington Beach CA,21.2631
Irvine CA,Sunrise Manor NV,372.876
Irvine CA,Salinas CA,484.721
Irvine CA,Ontario CA,43.1288
Irvine CA,Rancho Cucamonga CA,53.3181
Irvine CA,Hemet CA,72.1434
Irvine CA,Oceanside CA,66.3083
Irvine CA,Garden Grove CA,20.5964
Irvine CA,Enterprise NV,349.159
Irvine CA,Corona CA,28.1653
Irvine CA,Palmdale CA,106.464
Irvine CA,Pomona CA,42.4112
Irvine CA,Escondido CA,88.7702
Irvine CA,Merced CA,471.874
Irvine CA,Torrance CA,55.342
Irvine CA,Yuma AZ,323.299
Irvine CA,Surprise AZ,492.346
Irvine CA,Pasadena CA,63.3564
Irvine CA,Santa Maria CA,282.171
Irvine CA,Orange CA,14.7604
Irvine CA,Fullerton CA,27.0579
Irvine CA,Simi Valley CA,111.256
Irvine CA,East Los Angeles CA,53.7975
Irvine CA,Seaside CA,492.371
Irvine CA,El Monte CA,50.0128
Irvine CA,Carlsbad CA,76.4468
Irvine CA,Temecula CA,62.9319
Irvine CA,Clovis CA,390.857
Irvine CA,Costa Mesa CA,12.9804
Irvine CA,El Centro CA,228.587
Irvine CA,Downey CA,43.9401
Irvine CA,Jurupa Valley CA,45.6185
Irvine CA,San Buenaventura CA,149.899
Irvine CA,Inglewood CA,61.1877
Irvine CA,West Covina CA,43.9364
Irvine CA,Norwalk CA,38.3179
Irvine CA,Rialto CA,60.4535
Irvine CA,El Cajon CA,123.281
Irvine CA,Burbank CA,76.1359
Irvine CA,Vista CA,73.5264
Irvine CA,San Marcos CA,82.0396
Irvine CA,Hesperia CA,90.5788
Irvine CA,Compton CA,48.3104
Irvine CA,Menifee CA,54.5099
Irvine CA,Chino CA,35.511
Irvine CA,Hanford CA,340.857
Irvine CA,South Gate CA,48.8111
Reading PA,New York NY,173.737
Reading PA,Philadelphia PA,76.8273
Reading PA,Washington DC,184.877
Reading PA,Boston MA,460.201
Reading PA,Brooklyn NY,170.697
Reading PA,Queens NY,185.578
Reading PA,Baltimore MD,129.195
Reading PA,Cleveland OH,499.659
Reading PA,Pittsburgh PA,343.109
Reading PA,Manhattan NY,172.793
Reading PA,Virginia Beach VA,401.153
Reading PA,Bronx NY,182.982
Reading PA,Providence RI,412.189
Reading PA,Richmond VA,340.003
Reading PA,Bridgeport CT,248.753
Reading PA,Buffalo NY,374.284
Reading PA,Hartford CT,314.78
Reading PA,Rochester NY,344.256
Reading PA,Allentown PA,47.6144
Reading PA,Springfield MA,345.235
Reading PA,Albany NY,313.537
Reading PA,Akron OH,478.641
Reading PA,New Haven CT,274.697
Reading PA,Worcester MA,405.446
Reading PA,Staten Island NY,152.759
Reading PA,Harrisburg PA,81.5186
Reading PA,Syracuse NY,300.867
Reading PA,Lancaster PA,45.9257
Reading PA,Poughkeepsie NY,225.85
Reading PA,Scranton PA,120.385
Reading PA,Youngstown OH,406.554
Reading PA,Trenton NJ,99.4656
Reading PA,Newark NJ,154.291
Reading PA,Canton OH,462.402
Reading PA,Jersey City NJ,162.545
Reading PA,Chesapeake VA,408.527
Reading PA,Barnstable MA,489.939
Reading PA,Norfolk VA,384.207
Reading PA,Atlantic City NJ,165.014
Reading PA,Nashua NH,455.999
Reading PA,Arlington VA,191.118
Reading PA,York PA,80.1014
Reading PA,Roanoke VA,487.641
Reading PA,Yonkers NY,186.375
Reading PA,Norwich CT,349.282
Reading PA,Waterbury CT,277.983
Reading PA,Hagerstown MD,171.581
Reading PA,Erie PA,399.038
Reading PA,Newport News VA,363.347
Reading PA,Danbury CT,237.832
Reading PA,Fredericksburg VA,263.647
Reading PA,Manchester NH,474.34
Reading PA,Alexandria VA,196.199
Reading PA,Frederick MD,162.056
Reading PA,New Bedford MA,443.502
Reading PA,Binghamton NY,195.864
Reading PA,Paterson NJ,162.024
Reading PA,Hampton VA,367.22
Reading PA,Stamford CT,216.888
Reading PA,Elizabeth NJ,151.136
Reading PA,Lynchburg VA,432.028
Reading PA,Leominster MA,422.765
Reading PA,Cambridge MA,460.648
Reading PA,Dover DE,135.624
Reading PA,Utica NY,311.93
Reading PA,Lowell MA,460.834
Reading PA,Pottstown PA,25.9195
Reading PA,Salisbury MD,220.378
Reading PA,Columbia MD,149.685
Reading PA,Charlottesville VA,337.874
Reading PA,Brockton MA,453.45
Reading PA,Quincy MA,461.772
Reading PA,Portsmouth VA,390.196
Reading PA,Lynn MA,477.004
Reading PA,Vineland NJ,125.435
Fresno CA,Los Angeles CA,322.298
Fresno CA,San Francisco CA,258.152
Fresno CA,Riverside CA,383.913
Fresno CA,Las Vegas NV,409.304
Fresno CA,Sacramento CA,247.061
Fresno CA,San Jose CA,191.249
Fresno CA,Concord CA,235.636
Fresno CA,Mission Viejo CA,402.846
Fresno CA,Bakersfield CA,173.015
Fresno CA,Murrieta CA,428.287
Fresno CA,Long Beach CA,363.251
Fresno CA,Reno NV,307.668
Fresno CA,Oakland CA,241.793
Fresno CA,Indio CA,468.279
Fresno CA,Stockton CA,188.598
Fresno CA,Oxnard CA,292.935
Fresno CA,Modesto CA,143.111
Fresno CA,Anaheim CA,371.538
Fresno CA,Victorville CA,333.911
Fresno CA,Lancaster CA,274.46
Fresno CA,Santa Ana CA,380.631
Fresno CA,Santa Rosa CA,316.196
Fresno CA,Henderson NV,434.152
Fresno CA,Santa Clarita CA,288.014
Fresno CA,Antioch CA,221.262
Fresno CA,Irvine CA,391.056
Fresno CA,North Las Vegas NV,423.818
Fresno CA,Fremont CA,211.037
Fresno CA,Visalia CA,65.626
Fresno CA,Paradise NV,423.859
Fresno CA,San Bernardino CA,370.79
Fresno CA,Thousand Oaks CA,299.94
Fresno CA,Fontana CA,365.947
Fresno CA,Moreno Valley CA,395.179
Fresno CA,Spring Valley NV,412.457
Fresno CA,Santa Barbara CA,261.905
Fresno CA,Glendale CA,321.381
Fresno CA,Huntington Beach CA,379.858
Fresno CA,Sunrise Manor NV,429.491
Fresno CA,Salinas CA,164.088
Fresno CA,Ontario CA,363.828
Fresno CA,Rancho Cucamonga CA,357.855
Fresno CA,Hemet CA,423.563
Fresno CA,Santa Cruz CA,200.458
Fresno CA,Oceanside CA,455.826
Fresno CA,Elk Grove CA,229.32
Fresno CA,Vallejo CA,261.401
Fresno CA,Garden Grove CA,373.233
Fresno CA,Enterprise NV,418.051
Fresno CA,Corona CA,382.636
Fresno CA,Hayward CA,223.17
Fresno CA,Palmdale CA,287.182
Fresno CA,Sunnyvale CA,208.901
Fresno CA,Pomona CA,354.479
Fresno CA,Escondido CA,475.45
Fresno CA,Fairfield CA,256.708
Fresno CA,Merced CA,84.0167
Fresno CA,Torrance CA,353.341
Fresno CA,Roseville CA,258.451
Fresno CA,Pasadena CA,327.945
Fresno CA,Santa Maria CA,213.832
Fresno CA,Orange CA,376.525
Fresno CA,Fullerton CA,364.08
Fresno CA,Santa Clara CA,203.405
Fresno CA,Simi Valley CA,295.399
Fresno CA,Berkeley CA,250.639
Fresno CA,Redding CA,476.492
Fresno CA,East Los Angeles CA,339.437
Fresno CA,Yuba City CA,307.502
Fresno CA,Gilroy CA,161.197
Fresno CA,Chico CA,374.83
Fresno CA,Seaside CA,181.408
Fresno CA,El Monte CA,341.047
Fresno CA,Carlsbad CA,466.67
Fresno CA,Temecula CA,438.672
Fresno CA,Clovis CA,11.062
Fresno CA,Costa Mesa CA,386.32
Fresno CA,Downey CA,350.454
Fresno CA,Richmond CA,259.509
Fresno CA,Jurupa Valley CA,374.22
Fresno CA,San Buenaventura CA,283.595
Fresno CA,Inglewood CA,340.66
Fresno CA,Turlock CA,123.912
Fresno CA,Daly City CA,257.165
Fresno CA,West Covina CA,347.973
Fresno CA,Sparks NV,310.287
Fresno CA,San Mateo CA,238.938
Fresno CA,Norwalk CA,355.471
Fresno CA,Rialto CA,367.808
Fresno CA,Manteca CA,169.284
Fresno CA,Arden-Arcade CA,245.886
Fresno CA,Burbank CA,317.798
Fresno CA,Vista CA,462.402
Fresno CA,Vacaville CA,259.626
Fresno CA,Tracy CA,180.409
Fresno CA,San Marcos CA,470.634
Fresno CA,Hesperia CA,347.289
Fresno CA,Compton CA,351.365
Fresno CA,Menifee CA,417.542
Fresno CA,Chino CA,366.228
Fresno CA,Hanford CA,52.1746
Fresno CA,South Gate CA,347.396
Leominster MA,New York NY,270.722
Leominster MA,Philadelphia PA,396.253
Leominster MA,Boston MA,60.7135
Leominster MA,Brooklyn NY,275.812
Leominster MA,Queens NY,259.079
Leominster MA,Manhattan NY,265.631
Leominster MA,Bronx NY,254.477
Leominster MA,Providence RI,82.8761
Leominster MA,Bridgeport CT,189.051
Leominster MA,Hartford CT,112.668
Leominster MA,Rochester NY,481.791
Leominster MA,Allentown PA,375.153
Leominster MA,Springfield MA,77.5702
Leominster MA,Albany NY,166.71
Leominster MA,New Haven CT,164.901
Leominster MA,Worcester MA,28.0014
Leominster MA,Staten Island NY,292.494
Leominster MA,Harrisburg PA,494.047
Leominster MA,Syracuse NY,361.428
Leominster MA,Lancaster PA,468.1
Leominster MA,Poughkeepsie NY,199.672
Leominster MA,Scranton PA,344.968
Leominster MA,Trenton NJ,357.168
Leominster MA,Newark NJ,282.331
Leominster MA,Reading PA,422.765
Leominster MA,Jersey City NJ,276.958
Leominster MA,Barnstable MA,149.912
Leominster MA,Atlantic City NJ,415.513
Leominster MA,Nashua NH,34.222
Leominster MA,Portland ME,177.111
Leominster MA,Yonkers NY,246.732
Leominster MA,Norwich CT,111.132
Leominster MA,Waterbury CT,149.528
Leominster MA,Danbury CT,187.695
Leominster MA,Manchester NH,58.0834
Leominster MA,New Bedford MA,116.772
Leominster MA,Binghamton NY,343.376
Leominster MA,Paterson NJ,266.946
Leominster MA,Stamford CT,216.24
Leominster MA,Elizabeth NJ,288.139
Leominster MA,Cambridge MA,55.967
Leominster MA,Dover DE,488.786
Leominster MA,Utica NY,288.932
Leominster MA,Lowell MA,39.111
Leominster MA,Burlington VT,248.361
Leominster MA,Pottstown PA,409.934
Leominster MA,Brockton MA,78.4845
Leominster MA,Dover NH,103.653
Leominster MA,Quincy MA,68.7417
Leominster MA,Lynn MA,66.2012
Leominster MA,Vineland NJ,434.399
Leominster MA,Portsmouth NH,100.404
Knoxville TN,Atlanta GA,249.113
Knoxville TN,Cincinnati OH,356.114
Knoxville TN,Indianapolis IN,465.192
Knoxville TN,Columbus OH,454.592
Knoxville TN,Charlotte NC,294.465
Knoxville TN,Nashville TN,255.76
Knoxville TN,Raleigh NC,478.111
Knoxville TN,Louisville KY,287.051
Knoxville TN,Birmingham AL,376.076
Knoxville TN,Dayton OH,424.276
Knoxville TN,Columbia SC,350.818
Knoxville TN,Greenville SC,191.128
Knoxville TN,Durham NC,454.075
Knoxville TN,Winston-Salem NC,331.974
Knoxville TN,Chattanooga TN,154.656
Knoxville TN,Augusta GA,336.743
Knoxville TN,Greensboro NC,370.958
Knoxville TN,Fayetteville NC,460.511
Knoxville TN,Lexington KY,234.908
Knoxville TN,Huntsville AL,282.063
Knoxville TN,Asheville NC,133.525
Knoxville TN,Concord NC,305.991
Knoxville TN,Columbus GA,393.975
Knoxville TN,Montgomery AL,455.643
Knoxville TN,Evansville IN,389.538
Knoxville TN,Hickory NC,238.047
Knoxville TN,Roanoke VA,384.777
Knoxville TN,Clarksville TN,311.35
Knoxville TN,Huntington WV,302.856
Knoxville TN,Spartanburg SC,215.878
Knoxville TN,Gastonia NC,262.391
Knoxville TN,Murfreesboro TN,222.155
Knoxville TN,High Point NC,355.932
Knoxville TN,Cary NC,462.674
Knoxville TN,Gainesville GA,187.001
Knoxville TN,Tuscaloosa AL,446.74
Knoxville TN,Warner Robins GA,375.96
Knoxville TN,Macon GA,352.436
Knoxville TN,Athens GA,230.589
Knoxville TN,Charleston WV,334.875
Knoxville TN,Mauldin SC,199.233
Knoxville TN,Burlington NC,403.128
Knoxville TN,Johnson City TN,146.82
Knoxville TN,Lynchburg VA,453.127
Knoxville TN,Kingsport TN,140.152
Knoxville TN,Rock Hill SC,288.524
Knoxville TN,Bloomington IN,421.531
Knoxville TN,North Charleston SC,492.264
Knoxville TN,Sandy Springs GA,229.243
Knoxville TN,Carmel IN,484.192
Knoxville TN,South Fulton GA,266.739
Knoxville TN,Middletown OH,394.664
Knoxville TN,Fishers IN,477.52
Knoxville TN,Bowling Green KY,248.813
Knoxville TN,Roswell GA,217.713
Knoxville TN,Florence SC,427.861
Albuquerque NM,El Paso TX,362.757
Albuquerque NM,Colorado Springs CO,450.582
Albuquerque NM,Lubbock TX,469.197
Albuquerque NM,Amarillo TX,437.868
Albuquerque NM,Pueblo CO,395.956
Albuquerque NM,Grand Junction CO,474.42
Albuquerque NM,Las Cruces NM,309.27
Albuquerque NM,Santa Fe NM,86.368
Albuquerque NM,Rio Rancho NM,20.7647
Albuquerque NM,San Tan Valley AZ,498.77
Albany NY,New York NY,219.538
Albany NY,Philadelphia PA,315.941
Albany NY,Washington DC,498.249
Albany NY,Boston MA,225.853
Albany NY,Brooklyn NY,224.552
Albany NY,Queens NY,213.116
Albany NY,Baltimore MD,442.151
Albany NY,Manhattan NY,209.841
Albany NY,Bronx NY,202.041
Albany NY,Providence RI,217.189
Albany NY,Bridgeport CT,171.396
Albany NY,Buffalo NY,412.888
Albany NY,Hartford CT,135.857
Albany NY,Rochester NY,315.802
Albany NY,Allentown PA,269.093
Albany NY,Springfield MA,120.191
Albany NY,New Haven CT,167.111
Albany NY,Worcester MA,169.116
Albany NY,Staten Island NY,233.448
Albany NY,Harrisburg PA,369.798
Albany NY,Syracuse NY,195.64
Albany NY,Lancaster PA,358.822
Albany NY,Poughkeepsie NY,108.495
Albany NY,Scranton PA,208.428
Albany NY,Trenton NJ,283.289
Albany NY,Newark NJ,218.148
Albany NY,Reading PA,313.537
Albany NY,Jersey City NJ,218.015
Albany NY,Barnstable MA,304.173
Albany NY,Atlantic City NJ,369.556
Albany NY,Nashua NH,188.777
Albany NY,York PA,387.523
Albany NY,Portland ME,307.3
Albany NY,Yonkers NY,191.318
Albany NY,Norwich CT,187.968
Albany NY,Waterbury CT,138.342
Albany NY,Hagerstown MD,470.125
Albany NY,Danbury CT,143.219
Albany NY,Manchester NH,195.207
Albany NY,Frederick MD,470.15
Albany NY,New Bedford MA,260.138
Albany NY,Binghamton NY,184.378
Albany NY,Paterson NJ,197.1
Albany NY,Stamford CT,174.922
Albany NY,Elizabeth NJ,224.843
Albany NY,Leominster MA,166.71
Albany NY,Cambridge MA,222.005
Albany NY,Dover DE,415.736
Albany NY,Utica NY,125.727
Albany NY,Lowell MA,202.588
Albany NY,Burlington VT,207.61
Albany NY,Pottstown PA,309.512
Albany NY,Columbia MD,463.197
Albany NY,Brockton MA,236.981
Albany NY,Dover NH,244.26
Albany NY,Quincy MA,232.696
Albany NY,Lynn MA,232.87
Albany NY,Vineland NJ,369.864
Albany NY,Portsmouth NH,249.639
Davie FL,Miami FL,33.6896
Davie FL,Tampa FL,301.72
Davie FL,Orlando FL,286.149
Davie FL,Jacksonville FL,492.095
Davie FL,Sarasota FL,264.265
Davie FL,Cape Coral FL,181.478
Davie FL,Palm Bay FL,211.906
Davie FL,Port St. Lucie FL,133.891
Davie FL,Bonita Springs FL,152.682
Davie FL,Palm Coast FL,396.153
Davie FL,Kissimmee FL,271.482
Davie FL,Lakeland FL,274.895
Davie FL,Winter Haven FL,256.555
Davie FL,St. Petersburg FL,303.156
Davie FL,Hialeah FL,23.3395
Davie FL,North Port FL,218.964
Davie FL,Gainesville FL,448.662
Davie FL,Deltona FL,327.268
Davie FL,Fort Lauderdale FL,15.6547
Davie FL,Pembroke Pines FL,8.95463
Davie FL,Ocala FL,390.463
Davie FL,Hollywood FL,13.109
Davie FL,Leesburg FL,338.499
Davie FL,Miramar FL,12.2772
Davie FL,Coral Springs FL,21.453
Davie FL,Lehigh Acres FL,147.166
Davie FL,Clearwater FL,323.622
Davie FL,Brandon FL,287.12
Davie FL,Pompano Beach FL,23.9569
Davie FL,West Palm Beach FL,75.8624
Davie FL,Spring Hill FL,346.973
Davie FL,Miami Gardens FL,15.7173
Davie FL,Boca Raton FL,37.474
Davie FL,Riverview FL,278.376
Davie FL,Sunrise FL,8.52342
Davie FL,Plantation FL,5.81475
Memphis TN,St. Louis MO,393.373
Memphis TN,Nashville TN,311.965
Memphis TN,Birmingham AL,340.507
Memphis TN,Little Rock AR,221.083
Memphis TN,Chattanooga TN,430.231
Memphis TN,Fayetteville AR,393.688
Memphis TN,Jackson MS,310.806
Memphis TN,Huntsville AL,307.548
Memphis TN,Springfield MO,377.512
Memphis TN,Shreveport LA,458.874
Memphis TN,Montgomery AL,460.111
Memphis TN,Evansville IN,387.827
Memphis TN,Clarksville TN,288.019
Memphis TN,Murfreesboro TN,333.277
Memphis TN,Tuscaloosa AL,306.667
Memphis TN,Columbia MO,475.432
Memphis TN,Fort Smith AR,399.847
Memphis TN,Monroe LA,346.892
Memphis TN,Bowling Green KY,379.989
Downey CA,Los Angeles CA,32.0636
Downey CA,San Diego CA,154.642
Downey CA,Riverside CA,67.9342
Downey CA,Las Vegas NV,364.848
Downey CA,Fresno CA,350.454
Downey CA,Mission Viejo CA,57.1905
Downey CA,Bakersfield CA,177.777
Downey CA,Murrieta CA,95.9801
Downey CA,Long Beach CA,15.9022
Downey CA,Indio CA,176.624
Downey CA,Oxnard CA,100.921
Downey CA,Modesto CA,486.053
Downey CA,Anaheim CA,27.5792
Downey CA,Victorville CA,97.0113
Downey CA,Lancaster CA,84.1164
Downey CA,Santa Ana CA,32.1123
Downey CA,Henderson NV,364.221
Downey CA,Santa Clarita CA,63.0287
Downey CA,Irvine CA,43.9401
Downey CA,Chula Vista CA,178.846
Downey CA,North Las Vegas NV,380.49
Downey CA,Visalia CA,287.101
Downey CA,Paradise NV,362.096
Downey CA,San Bernardino CA,80.3473
Downey CA,Thousand Oaks CA,74.129
Downey CA,Fontana CA,64.3443
Downey CA,Moreno Valley CA,85.5097
Downey CA,Spring Valley NV,354.935
Downey CA,Santa Barbara CA,156.011
Downey CA,Glendale CA,29.1362
Downey CA,Huntington Beach CA,29.4087
Downey CA,Sunrise Manor NV,375.162
Downey CA,Salinas CA,440.866
Downey CA,Ontario CA,49.6814
Downey CA,Rancho Cucamonga CA,56.0253
